Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
105-10-6182,A,Lagos,Member,Male,Fashion accessories,7732.809926510357,2.006230769296329,773.2832408395782,16238.86230257882,2/27/2019,12:22,Epay,15465.568644543175,4.7582865272127925,773.2776123983614,6.600510640553827
749-24-1565,A,Lagos,Normal,Female,Health and beauty,8290.79500354788,9.002090183998382,3730.8478473303835,78348.04750865095,1/3/2019,12:02,Epay,74617.21439488739,4.767482166178686,3730.849513605992,7.8864287965134325
243-55-8457,A,Lagos,Normal,Female,Food and beverages,26798.401825513793,9.980927365452644,13399.204797101569,281383.21809716045,2/27/2019,11:40,Epay,267984.01465130446,4.746777859025247,13399.199951463777,5.086677564647591
291-55-6563,A,Lagos,Member,Female,Home and lifestyle,12391.189418335469,6.012596147612275,3717.3576258899648,78064.5668785062,3/30/2019,12:45,Epay,74347.21304993898,4.76269005578499,3717.3697813110725,7.5051464352536605
706-36-6154,A,Lagos,Member,Male,Home and lifestyle,6969.603055748446,9.006349347343031,3136.3443156544377,65862.72378441348,1/18/2019,18:43,Epay,62726.41424205775,4.7482150376972,3136.313455901668,8.700124696445878
189-17-4241,A,Lagos,Normal,Female,Fashion accessories,31561.213750824318,2.014143702682694,3156.1257208773663,66278.5352328354,3/10/2019,12:17,Card,63122.40742277171,4.772964909854148,3156.1272206076706,7.695091097640925
880-35-0356,A,Lagos,Member,Female,Sports and travel,27072.008913482157,2.9992709825713804,4060.8070594936285,85276.79226875705,2/5/2019,11:51,Epay,81215.99246660367,4.764282686291,4060.8050402738336,4.798027729293692
307-83-9164,A,Lagos,Member,Male,Home and lifestyle,21603.6034641738,3.9838774021676673,4320.726104017823,90735.11744914834,1/25/2019,15:54,Cash,86414.40614765756,4.762157402412982,4320.715154551018,4.496629277636004
852-82-2749,A,Lagos,Normal,Male,Sports and travel,23252.401512207274,3.995816768357394,4650.476354384574,97660.09373323506,1/6/2019,13:35,Epay,93009.60348133252,4.7688450031937615,4650.480864665651,9.302659349605603
633-91-1052,A,Lagos,Normal,Female,Home and lifestyle,4330.8070170937835,1.997479534312968,433.0976918721181,9094.685974961973,1/27/2019,15:51,Cash,8661.592364388498,4.77712171495846,433.06520044585614,5.097420237097252
